"well","treatment","DIV17","DIV19","DIV21","DIV23","DIV25","DIV27","DIV29","DIV31","DIV33","DIV35","DIV37","DIV39"
"A1","WT","272.825","344.670731707317","346.257575757576","343.054054054054","275.109756097561","255.916666666667","260.013513513513","335.822222222222","325.359223300971","296.074074074074","310.490196078431","229.340206185567"
"A2","HOM","234.663636363636","261.489130434783","266.090909090909","244.65873015873","154.547671840355","186.100257069409","145.491228070175","228.141975308642","137.309433962264","161.466101694915","156.08875739645","154.482876712329"
"A3","WT_H","283.882352941176","214.354838709677","193.736842105263","169.107142857143","127.735294117647","168.52","119.909090909091","96.5","104.041666666667","130.296296296296","105.1875","112.388888888889"
"A4","HOM_H","244.424242424242","190.307692307692","180.65","168.633333333333","115.606060606061","168","117.259259259259","95.9433962264151","88.5","127.92","85.4583333333333","62.2115384615385"
"A5","WT","195.65306122449","216.596774193548","130.714285714286","189.339805825243","161.258503401361","208.829787234043","195.719178082192","153.765625","177.221556886228","186.775362318841","133.744807121662","151.798586572438"
"A6","HOM","251.844827586207","208.671232876712","222.2","196.609053497942","218.929203539823","169.805797101449","197.285714285714","182.937062937063","183.191729323308","166.959558823529","129.268258426966","123.875404530744"
"A7","WT_H","286.966666666667","206.65","287.461538461538","256.9","151.611111111111","167.636363636364","123.733333333333","142.6","122.8","168.5","137","121.27027027027"
"A8","HOM_H","293.404761904762","293.393939393939","242.894736842105","187.411764705882","155.535714285714","208.2","112.571428571429","147.285714285714","127.153846153846","197.969696969697","112.727272727273","85.1875"
"B1","WT","230.124183006536","280.608695652174","239.614814814815","252.974358974359","229.376923076923","253.323232323232","187.909090909091","169.152466367713","213.91124260355","284.68","233.739495798319","175.611814345992"
"B2","HOM","246.892857142857","262.177083333333","186.936416184971","185.751773049645","184.114093959732","222.993902439024","147.259052924791","181.415584415584","161.313725490196","178.086592178771","180.5","168.198113207547"
"B3","WT_H","279.545454545455","281.857142857143","260.542857142857","175.777777777778","155.206896551724","187.631578947368","175.375","132.652173913043","106.25","123.15306122449","94.9230769230769","67.8095238095238"
"B4","HOM_H","197.52","170.619047619048","127.222222222222","148.375","71.5454545454545","92","66","106.15","74.3684210526316","58.0641025641026","73.7114427860697","5.47344632768362"
"B5","WT","70.1521739130435","100.030927835052","156.393939393939","130.514925373134","95.7736625514403","128.699421965318","135.447916666667","108.573529411765","148.730158730159","108.940476190476","144.859375","152.3"
"B6","HOM","123.0625","135.68","176.5","214.129411764706","100.257142857143","171.886956521739","93.752688172043","143.737373737374","169.013513513514","175.355555555556","158.452830188679","215.207792207792"
"B7","WT_H","180.702702702703","202.461538461538","183.870967741935","192.037037037037","153.333333333333","128.034482758621","124.25","78.0625","122.90625","62.4393939393939","63.5267857142857","44.3572744014733"
"B8","HOM_H","333.129032258065","254","228.571428571429","186.5","101.422222222222","119.962962962963","100.583333333333","217.615384615385","118.777777777778","126.711538461538","91.25","89"
"C1","WT","266.742574257426","290.640522875817","227.692307692308","243.513725490196","239.755319148936","283.125","222.144186046512","175.10067114094","276.602409638554","157.516129032258","130.175458715596","160.263027295285"
"C2","HOM","252.751269035533","254.755813953488","220.922727272727","194.978787878788","181.996710526316","237.337777777778","169.517133956386","175.965217391304","208.257009345794","203.515337423313","154.183544303797","187.845454545455"
"C3","WT_H","173.276923076923","215.375","173.323529411765","207.769230769231","115.793103448276","173.571428571429","110.488372093023","109.972222222222","98.8366834170854","127.890243902439","98.8846153846154","84.4811320754717"
"C4","HOM_H","172.71875","167.928571428571","152.222222222222","131","125.551724137931","127.793103448276","87.6666666666667","99.0508474576271","69.0482625482625","47.8759124087591","62.4403669724771","61.5394736842105"
"C5","WT","72.44","80.16","102.650943396226","83.6484848484849","127","190.068965517241","129.172839506173","188.346153846154","176.756097560976","180.107142857143","165.647058823529","160.686274509804"
"C6","HOM","189.145454545455","212.287671232877","181.440476190476","128.543933054393","119.298039215686","129.393835616438","136.531914893617","119.007117437722","143.768361581921","129.770588235294","162.923423423423","140.494082840237"
"C7","WT_H","191.177777777778","198.314285714286","179.84375","188.21875","72.280701754386","169.234042553192","146.888888888889","93.7","120.36","77.6976744186046","88.2307692307692","83.4696629213483"
"C8","HOM_H","229.8","198.888888888889","186.5","181.5","201.857142857143","126","88.5555555555556","130.222222222222","80","107.202797202797","82.32","63.4"
"D1","WT","336.571428571429","308.699029126214","304.813008130081","368.805555555556","322.982300884956","363.719298245614","278.224637681159","209.478494623656","249.448412698413","186.679841897233","238.041984732824","235.916666666667"
"D2","HOM","234.426229508197","221.059259259259","197.204968944099","290.6171875","224.377142857143","174.827160493827","197.589285714286","173.63768115942","165.295597484277","225.063583815029","130.162025316456","205.354166666667"
"D3","WT_H","225.163636363636","232.810810810811","256.131578947368","242.909090909091","184.619047619048","173.466666666667","212.296296296296","169.310344827586","103.611111111111","117.4","98.25","90.2222222222222"
"D4","HOM_H","225.258064516129","179.4","217.5","221.809523809524","170.173913043478","134.235294117647","117.888888888889","96.4","92.1559934318555","75.2073170731707","98.3414634146341","70.3333333333333"
"D5","WT","85.6","100.377049180328","121.957446808511","136.510638297872","81.2183908045977","115.951807228916","94.3207547169811","150.912280701754","154.291666666667","179.114285714286","157.246153846154","140.455882352941"
"D6","HOM","136.096774193548","136.482954545455","128.876543209877","98.8521939953811","98.0361445783133","123.550106609808","113.414383561644","92.5870307167235","106.210526315789","96.7026378896882","133.722222222222","147.388489208633"
"D7","WT_H","170.1875","195.178571428571","215.9375","140.923076923077","163.157894736842","126.108695652174","179.958333333333","75.6538461538462","134.125","69.1805555555556","82.5675675675676","73.2222222222222"
"D8","HOM_H","248.64","212.238095238095","237.916666666667","182.47619047619","130.555555555556","132.285714285714","130.6","123.428571428571","112.071428571429","121.944444444444","58.5","76.203125"
"E1","WT","209.657142857143","208.288461538462","286.708333333333","218.322033898305","334.578947368421","304.816091954023","228.964539007092","174.172413793103","239.591836734694","208.41","179.952","181.752"
"E2","HOM","258.130081300813","369.831460674157","307.97602739726","288.813609467456","291.803625377644","248.411764705882","257.869281045752","213.649006622517","197.931034482759","251.169696969697","192.711904761905","211.676217765043"
"E3","WT_H","90.8961038961039","139.129032258065","80.1363636363636","112.636363636364","105.636363636364","103.619047619048","99.364312267658","92.1893939393939","93.9297520661157","133.8125","104.994579945799","93.5070921985816"
"E4","HOM_H","96.5079365079365","138.511111111111","165.409090909091","142.411764705882","131","208.9","75.6923076923077","81.8","101.972789115646","116.674911660777","90.6538461538462","80.1898734177215"
"E5","WT","66.3793103448276","118.784615384615","149.190476190476","153.125","95.8770491803279","142.555555555556","106.009708737864","152.594936708861","134.592592592593","130.865671641791","167.472222222222","109.269841269841"
"E6","HOM","223.291338582677","329.595744680851","292.449275362319","182.63619047619","261.979452054795","203.09604519774","130.93579766537","326.016666666667","121.290983606557","313.015384615385","168.517006802721","139.220588235294"
"E7","WT_H","92.8448275862069","170.285714285714","116","108.736842105263","125.684210526316","116.742857142857","79.4333333333333","103.696","102.63687150838","89.21","90.6022099447514","122.904255319149"
"E8","HOM_H","93.3030303030303","88.5882352941177","87.5625","101.05","102.75","94.2727272727273","61.4782608695652","108.125","69.1666666666667","3.06640237859267","0","0"
"F1","WT","207.461538461538","226.99","203.114864864865","313.6","228.488372093023","239.991452991453","216.26404494382","187.348178137652","168.624365482234","132.478005865103","128.574074074074","170.36496350365"
"F2","HOM","269.065693430657","281.427480916031","214.611374407583","303.507936507937","211.574144486692","244.570247933884","226.106194690265","232.703703703704","134.679465776294","282.255813953488","222.233644859813","113.33850931677"
"F3","WT_H","233.93023255814","290.666666666667","241.821428571429","221.358974358974","200.90625","243.647058823529","203.5","137.318181818182","143.090909090909","209.6","122.692307692308","87.6923076923077"
"F4","HOM_H","300.344827586207","225.642857142857","242.583333333333","183.444444444444","198.944444444444","168.136363636364","133.470588235294","130.058823529412","111.45","160.6","105.166666666667","100.2"
"F5","WT","91.0212765957447","118.568421052632","138.708333333333","133","167.807228915663","139.27397260274","151.857142857143","122.509433962264","92.1063829787234","5.64722822174226","1.51327433628319","0"
"F6","HOM","98.9605263157895","126.14","124.111888111888","246.593220338983","194.551020408163","212.596153846154","226.815789473684","229.771428571429","216.658536585366","169.258064516129","215.907407407407","200.590909090909"
"F7","WT_H","82.8640776699029","207.833333333333","149.466666666667","190.608695652174","153.173913043478","117.901408450704","108.349206349206","143.524390243902","124.506493506494","124.596153846154","102.6171875","0"
"F8","HOM_H","75.2333333333333","129.40625","146.111111111111","156.04","89.2222222222222","45.0375939849624","70.1869918699187","86.9457364341085","0","0","0","0"
